Date,Province,Daily_Case,Daily_Death,Daily_Recovered,Active_Case,Cumulative_Case,Cumulative_Recovered,Cumulative_Death,Cumulative_Active_Case
13/05/2021,SULAWESI SELATAN,2,0,5,-3,61702,60477,935,290
14/05/2021,SULAWESI SELATAN,6,0,4,2,61708,60481,935,292
15/05/2021,SULAWESI SELATAN,2,0,5,-3,61710,60486,935,289
16/05/2021,SULAWESI SELATAN,4,0,3,1,61714,60489,935,290
17/05/2021,SULAWESI SELATAN,20,1,29,-10,61734,60518,936,280
18/05/2021,SULAWESI SELATAN,22,0,25,-3,61756,60543,936,277
19/05/2021,SULAWESI SELATAN,39,0,16,23,61795,60559,936,300
20/05/2021,SULAWESI SELATAN,57,0,21,36,61852,60580,936,336
21/05/2021,SULAWESI SELATAN,54,1,37,16,61906,60617,937,352
22/05/2021,SULAWESI SELATAN,3,3,45,-45,61909,60662,940,307
23/05/2021,SULAWESI SELATAN,41,1,30,10,61950,60692,941,317
24/05/2021,SULAWESI SELATAN,14,1,8,5,61964,60700,942,322
25/05/2021,SULAWESI SELATAN,51,0,3,48,62015,60703,942,370
26/05/2021,SULAWESI SELATAN,9,0,4,5,62024,60707,942,375
27/05/2021,SULAWESI SELATAN,33,2,29,2,62057,60736,944,377
28/05/2021,SULAWESI SELATAN,32,1,29,2,62089,60765,945,379
29/05/2021,SULAWESI SELATAN,18,0,39,-21,62107,60804,945,358
30/05/2021,SULAWESI SELATAN,61,1,15,45,62168,60819,946,403
31/05/2021,SULAWESI SELATAN,8,0,16,-8,62176,60835,946,395
01/06/2021,SULAWESI SELATAN,3,0,64,-61,62179,60899,946,334
02/06/2021,SULAWESI SELATAN,50,0,25,25,62229,60924,946,359
03/06/2021,SULAWESI SELATAN,38,1,33,4,62267,60957,947,363
04/06/2021,SULAWESI SELATAN,13,1,0,12,62280,60957,948,375
05/06/2021,SULAWESI SELATAN,41,0,6,35,62321,60963,948,410
06/06/2021,SULAWESI SELATAN,26,0,20,6,62347,60983,948,416
07/06/2021,SULAWESI SELATAN,31,1,27,3,62378,61010,949,419
08/06/2021,SULAWESI SELATAN,98,0,34,64,62476,61044,949,483
09/06/2021,SULAWESI SELATAN,66,2,30,34,62542,61074,951,517
10/06/2021,SULAWESI SELATAN,45,2,69,-26,62587,61143,953,491
11/06/2021,SULAWESI SELATAN,32,1,31,0,62619,61174,954,491
12/06/2021,SULAWESI SELATAN,36,1,30,5,62655,61204,955,496
13/06/2021,SULAWESI SELATAN,17,0,9,8,62672,61213,955,504
06/03/2020,BANTEN,1,0,1,0,1,1,0,0
07/03/2020,BANTEN,0,0,0,0,1,1,0,0
08/03/2020,BANTEN,1,0,3,-2,2,4,0,-2
09/03/2020,BANTEN,0,0,0,0,2,4,0,-2
10/03/2020,BANTEN,0,0,8,-8,2,12,0,-10
11/03/2020,BANTEN,0,0,8,-8,2,20,0,-18
12/03/2020,BANTEN,0,1,2,-3,2,22,1,-21
13/03/2020,BANTEN,1,1,0,0,3,22,2,-21
14/03/2020,BANTEN,1,0,2,-1,4,24,2,-22
15/03/2020,BANTEN,1,0,5,-4,5,29,2,-26
16/03/2020,BANTEN,1,0,4,-3,6,33,2,-29
17/03/2020,BANTEN,0,1,3,-4,6,36,3,-33
18/03/2020,BANTEN,0,1,1,-2,6,37,4,-35
19/03/2020,BANTEN,0,1,3,-4,6,40,5,-39
20/03/2020,BANTEN,0,3,3,-6,6,43,8,-45
21/03/2020,BANTEN,0,0,2,-2,6,45,8,-47
22/03/2020,BANTEN,0,2,0,-2,6,45,10,-49
23/03/2020,BANTEN,0,2,3,-5,6,48,12,-54
24/03/2020,BANTEN,0,1,3,-4,6,51,13,-58
25/03/2020,BANTEN,0,1,3,-4,6,54,14,-62
26/03/2020,BANTEN,0,0,4,-4,6,58,14,-66
27/03/2020,BANTEN,25,2,3,20,31,61,16,-46
28/03/2020,BANTEN,10,2,7,1,41,68,18,-45
29/03/2020,BANTEN,2,2,2,-2,43,70,20,-47
30/03/2020,BANTEN,22,0,3,19,65,73,20,-28
31/03/2020,BANTEN,14,2,1,11,79,74,22,-17
01/04/2020,BANTEN,12,1,6,5,91,80,23,-12
02/04/2020,BANTEN,6,2,1,3,97,81,25,-9
03/04/2020,BANTEN,4,0,4,0,101,85,25,-9
04/04/2020,BANTEN,3,2,2,-1,104,87,27,-10
05/04/2020,BANTEN,4,2,4,-2,108,91,29,-12
06/04/2020,BANTEN,11,2,8,1,119,99,31,-11
07/04/2020,BANTEN,6,0,4,2,125,103,31,-9
08/04/2020,BANTEN,19,0,6,13,144,109,31,4
09/04/2020,BANTEN,4,3,10,-9,148,119,34,-5
10/04/2020,BANTEN,21,1,4,16,169,123,35,11
11/04/2020,BANTEN,31,2,19,10,200,142,37,21
12/04/2020,BANTEN,2,1,7,-6,202,149,38,15
13/04/2020,BANTEN,4,2,9,-7,206,158,40,8
14/04/2020,BANTEN,6,2,3,1,212,161,42,9
15/04/2020,BANTEN,1,1,8,-8,213,169,43,1
16/04/2020,BANTEN,15,0,4,11,228,173,43,12
17/04/2020,BANTEN,9,1,8,0,237,181,44,12
18/04/2020,BANTEN,12,1,4,7,249,185,45,19
19/04/2020,BANTEN,3,0,4,-1,252,189,45,18
20/04/2020,BANTEN,30,0,8,22,282,197,45,40
21/04/2020,BANTEN,0,4,6,-10,282,203,49,30
22/04/2020,BANTEN,3,0,7,-4,285,210,49,26
23/04/2020,BANTEN,3,0,1,2,288,211,49,28
24/04/2020,BANTEN,23,0,2,21,311,213,49,49
25/04/2020,BANTEN,11,2,2,7,322,215,51,56
26/04/2020,BANTEN,0,4,1,-5,322,216,55,51
27/04/2020,BANTEN,12,1,5,6,334,221,56,57
28/04/2020,BANTEN,6,0,3,3,340,224,56,60
29/04/2020,BANTEN,0,0,11,-11,340,235,56,49
30/04/2020,BANTEN,16,0,9,7,356,244,56,56
01/05/2020,BANTEN,15,0,3,12,371,247,56,68
02/05/2020,BANTEN,9,1,9,-1,380,256,57,67
03/05/2020,BANTEN,5,0,1,4,385,257,57,71
04/05/2020,BANTEN,14,0,9,5,399,266,57,76
05/05/2020,BANTEN,12,2,19,-9,411,285,59,67
06/05/2020,BANTEN,29,0,4,25,440,289,59,92
07/05/2020,BANTEN,0,0,3,-3,440,292,59,89
08/05/2020,BANTEN,20,1,7,12,460,299,60,101
09/05/2020,BANTEN,22,1,5,16,482,304,61,117
10/05/2020,BANTEN,10,0,7,3,492,311,61,120
11/05/2020,BANTEN,8,0,5,3,500,316,61,123
12/05/2020,BANTEN,18,0,5,13,518,321,61,136
13/05/2020,BANTEN,20,0,6,14,538,327,61,150
14/05/2020,BANTEN,14,2,16,-4,552,343,63,146
15/05/2020,BANTEN,28,0,18,10,580,361,63,156
16/05/2020,BANTEN,0,0,9,-9,580,370,63,147
17/05/2020,BANTEN,24,0,9,15,604,379,63,162
18/05/2020,BANTEN,31,0,18,13,635,397,63,175
19/05/2020,BANTEN,21,0,15,6,656,412,63,181
20/05/2020,BANTEN,1,0,30,-29,657,442,63,152
21/05/2020,BANTEN,53,1,8,44,710,450,64,196
22/05/2020,BANTEN,15,1,7,7,725,457,65,203
23/05/2020,BANTEN,0,0,6,-6,725,463,65,197
24/05/2020,BANTEN,21,0,4,17,746,467,65,214
25/05/2020,BANTEN,0,0,6,-6,746,473,65,208
26/05/2020,BANTEN,18,0,10,8,764,483,65,216
27/05/2020,BANTEN,11,0,10,1,775,493,65,217
28/05/2020,BANTEN,14,3,19,-8,789,512,68,209
29/05/2020,BANTEN,13,0,12,1,802,524,68,210
30/05/2020,BANTEN,14,0,25,-11,816,549,68,199
31/05/2020,BANTEN,3,0,0,3,819,549,68,202
01/06/2020,BANTEN,7,1,11,-5,826,560,69,197
02/06/2020,BANTEN,14,0,21,-7,840,581,69,190
03/06/2020,BANTEN,71,0,25,46,911,606,69,236
04/06/2020,BANTEN,10,0,11,-1,921,617,69,235
05/06/2020,BANTEN,24,1,25,-2,945,642,70,233
06/06/2020,BANTEN,36,1,6,29,981,648,71,262
07/06/2020,BANTEN,10,1,2,7,991,650,72,269
08/06/2020,BANTEN,11,1,5,5,1002,655,73,274
09/06/2020,BANTEN,16,1,8,7,1018,663,74,281
10/06/2020,BANTEN,33,0,46,-13,1051,709,74,268
11/06/2020,BANTEN,25,0,25,0,1076,734,74,268
12/06/2020,BANTEN,35,0,12,23,1111,746,74,291
13/06/2020,BANTEN,74,1,2,71,1185,748,75,362
14/06/2020,BANTEN,9,0,8,1,1194,756,75,363
15/06/2020,BANTEN,4,0,25,-21,1198,781,75,342
16/06/2020,BANTEN,37,0,9,28,1235,790,75,370
17/06/2020,BANTEN,31,0,25,6,1266,815,75,376
18/06/2020,BANTEN,17,0,16,1,1283,831,75,377
19/06/2020,BANTEN,5,0,24,-19,1288,855,75,358
20/06/2020,BANTEN,16,0,14,2,1304,869,75,360
21/06/2020,BANTEN,9,0,6,3,1313,875,75,363
22/06/2020,BANTEN,8,1,21,-14,1321,896,76,349
23/06/2020,BANTEN,11,0,15,-4,1332,911,76,345
24/06/2020,BANTEN,20,1,36,-17,1352,947,77,328
25/06/2020,BANTEN,17,0,6,11,1369,953,77,339
26/06/2020,BANTEN,13,0,6,7,1382,959,77,346
27/06/2020,BANTEN,20,0,3,17,1402,962,77,363
28/06/2020,BANTEN,4,1,12,-9,1406,974,78,354
29/06/2020,BANTEN,3,0,6,-3,1409,980,78,351
30/06/2020,BANTEN,11,0,7,4,1420,987,78,355
01/07/2020,BANTEN,11,0,12,-1,1431,999,78,354
02/07/2020,BANTEN,10,0,10,0,1441,1009,78,354
03/07/2020,BANTEN,21,0,21,0,1462,1030,78,354
04/07/2020,BANTEN,14,1,12,1,1476,1042,79,355
05/07/2020,BANTEN,7,1,6,0,1483,1048,80,355
06/07/2020,BANTEN,12,1,5,6,1495,1053,81,361
07/07/2020,BANTEN,6,0,10,-4,1501,1063,81,357
08/07/2020,BANTEN,16,0,15,1,1517,1078,81,358
09/07/2020,BANTEN,13,1,24,-12,1530,1102,82,346
10/07/2020,BANTEN,11,0,27,-16,1541,1129,82,330
11/07/2020,BANTEN,7,1,16,-10,1548,1145,83,320
12/07/2020,BANTEN,13,0,9,4,1561,1154,83,324
13/07/2020,BANTEN,11,3,4,4,1572,1158,86,328
14/07/2020,BANTEN,9,0,7,2,1581,1165,86,330
15/07/2020,BANTEN,4,0,7,-3,1585,1172,86,327
16/07/2020,BANTEN,17,0,13,4,1602,1185,86,331
17/07/2020,BANTEN,11,0,5,6,1613,1190,86,337
18/07/2020,BANTEN,8,1,11,-4,1621,1201,87,333
19/07/2020,BANTEN,17,3,4,10,1638,1205,90,343
20/07/2020,BANTEN,8,0,23,-15,1646,1228,90,328
21/07/2020,BANTEN,8,0,21,-13,1654,1249,90,315
22/07/2020,BANTEN,3,0,15,-12,1657,1264,90,303
23/07/2020,BANTEN,10,1,4,5,1667,1268,91,308
24/07/2020,BANTEN,12,0,10,2,1679,1278,91,310
25/07/2020,BANTEN,5,1,12,-8,1684,1290,92,302
26/07/2020,BANTEN,14,0,3,11,1698,1293,92,313
27/07/2020,BANTEN,10,0,23,-13,1708,1316,92,300
28/07/2020,BANTEN,9,1,15,-7,1717,1331,93,293
29/07/2020,BANTEN,15,1,28,-14,1732,1359,94,279
30/07/2020,BANTEN,29,3,17,9,1761,1376,97,288
31/07/2020,BANTEN,34,1,11,22,1795,1387,98,310
01/08/2020,BANTEN,23,0,39,-16,1818,1426,98,294
02/08/2020,BANTEN,12,1,10,1,1830,1436,99,295
03/08/2020,BANTEN,21,0,15,6,1851,1451,99,301
04/08/2020,BANTEN,33,0,14,19,1884,1465,99,320
05/08/2020,BANTEN,23,0,13,10,1907,1478,99,330
06/08/2020,BANTEN,32,2,13,17,1939,1491,101,347
07/08/2020,BANTEN,34,0,15,19,1973,1506,101,366
08/08/2020,BANTEN,22,0,23,-1,1995,1529,101,365
09/08/2020,BANTEN,24,0,9,15,2019,1538,101,380
10/08/2020,BANTEN,23,1,37,-15,2042,1575,102,365
11/08/2020,BANTEN,19,2,18,-1,2061,1593,104,364
12/08/2020,BANTEN,48,1,16,31,2109,1609,105,395
13/08/2020,BANTEN,37,2,16,19,2146,1625,107,414
14/08/2020,BANTEN,21,2,9,10,2167,1634,109,424
15/08/2020,BANTEN,33,1,35,-3,2200,1669,110,421
16/08/2020,BANTEN,43,1,18,24,2243,1687,111,445
17/08/2020,BANTEN,17,0,6,11,2260,1693,111,456
18/08/2020,BANTEN,64,0,29,35,2324,1722,111,491
19/08/2020,BANTEN,47,1,13,33,2371,1735,112,524
20/08/2020,BANTEN,23,2,35,-14,2394,1770,114,510
21/08/2020,BANTEN,36,1,42,-7,2430,1812,115,503
22/08/2020,BANTEN,42,2,21,19,2472,1833,117,522
23/08/2020,BANTEN,32,2,46,-16,2504,1879,119,506
24/08/2020,BANTEN,60,3,27,30,2564,1906,122,536
25/08/2020,BANTEN,33,0,52,-19,2597,1958,122,517
26/08/2020,BANTEN,29,0,28,1,2626,1986,122,518
27/08/2020,BANTEN,59,1,124,-66,2685,2110,123,452
28/08/2020,BANTEN,42,3,73,-34,2727,2183,126,418
29/08/2020,BANTEN,61,2,20,39,2788,2203,128,457
30/08/2020,BANTEN,45,0,20,25,2833,2223,128,482
31/08/2020,BANTEN,31,2,44,-15,2864,2267,130,467
01/09/2020,BANTEN,29,1,57,-29,2893,2324,131,438
02/09/2020,BANTEN,70,0,30,40,2963,2354,131,478
03/09/2020,BANTEN,33,3,100,-70,2996,2454,134,408
04/09/2020,BANTEN,23,0,49,-26,3019,2503,134,382
05/09/2020,BANTEN,49,1,39,9,3068,2542,135,391
06/09/2020,BANTEN,85,2,51,32,3153,2593,137,423
07/09/2020,BANTEN,75,1,51,23,3228,2644,138,446
08/09/2020,BANTEN,57,2,48,7,3285,2692,140,453
09/09/2020,BANTEN,37,5,53,-21,3322,2745,145,432
10/09/2020,BANTEN,42,5,66,-29,3364,2811,150,403
11/09/2020,BANTEN,48,4,84,-40,3412,2895,154,363
12/09/2020,BANTEN,23,3,43,-23,3435,2938,157,340
13/09/2020,BANTEN,50,0,25,25,3485,2963,157,365
14/09/2020,BANTEN,57,1,69,-13,3542,3032,158,352
15/09/2020,BANTEN,63,2,46,15,3605,3078,160,367
16/09/2020,BANTEN,138,2,72,64,3743,3150,162,431
17/09/2020,BANTEN,121,3,39,79,3864,3189,165,510
18/09/2020,BANTEN,141,0,66,75,4005,3255,165,585
19/09/2020,BANTEN,128,0,76,52,4133,3331,165,637
20/09/2020,BANTEN,179,0,146,33,4312,3477,165,670
21/09/2020,BANTEN,122,2,268,-148,4434,3745,167,522
22/09/2020,BANTEN,131,4,64,63,4565,3809,171,585
23/09/2020,BANTEN,217,2,149,66,4782,3958,173,651
24/09/2020,BANTEN,130,4,53,73,4912,4011,177,724
25/09/2020,BANTEN,109,2,177,-70,5021,4188,179,654
26/09/2020,BANTEN,135,0,198,-63,5156,4386,179,591
27/09/2020,BANTEN,106,1,73,32,5262,4459,180,623
28/09/2020,BANTEN,129,2,125,2,5391,4584,182,625
29/09/2020,BANTEN,85,8,259,-182,5476,4843,190,443
30/09/2020,BANTEN,144,1,125,18,5620,4968,191,461
01/10/2020,BANTEN,102,5,129,-32,5722,5097,196,429
02/10/2020,BANTEN,82,0,190,-108,5804,5287,196,321
03/10/2020,BANTEN,134,5,107,22,5938,5394,201,343
04/10/2020,BANTEN,168,2,102,64,6106,5496,203,407
05/10/2020,BANTEN,137,2,165,-30,6243,5661,205,377
06/10/2020,BANTEN,98,3,134,-39,6341,5795,208,338
07/10/2020,BANTEN,81,3,63,15,6422,5858,211,353
08/10/2020,BANTEN,122,1,108,13,6544,5966,212,366
09/10/2020,BANTEN,141,1,101,39,6685,6067,213,405
10/10/2020,BANTEN,170,4,110,56,6855,6177,217,461
11/10/2020,BANTEN,106,1,81,24,6961,6258,218,485
12/10/2020,BANTEN,81,4,134,-57,7042,6392,222,428
13/10/2020,BANTEN,79,3,80,-4,7121,6472,225,424
14/10/2020,BANTEN,94,2,72,20,7215,6544,227,444
15/10/2020,BANTEN,111,3,99,9,7326,6643,230,453
16/10/2020,BANTEN,114,2,75,37,7440,6718,232,490
17/10/2020,BANTEN,127,2,60,65,7567,6778,234,555
18/10/2020,BANTEN,130,3,62,65,7697,6840,237,620
19/10/2020,BANTEN,122,4,118,0,7819,6958,241,620
20/10/2020,BANTEN,89,1,166,-78,7908,7124,242,542
21/10/2020,BANTEN,171,5,54,112,8079,7178,247,654
22/10/2020,BANTEN,220,2,124,94,8299,7302,249,748
23/10/2020,BANTEN,145,3,74,68,8444,7376,252,816
24/10/2020,BANTEN,102,3,123,-24,8546,7499,255,792
25/10/2020,BANTEN,226,4,126,96,8772,7625,259,888
26/10/2020,BANTEN,120,0,86,34,8892,7711,259,922
27/10/2020,BANTEN,124,5,94,25,9016,7805,264,947
28/10/2020,BANTEN,170,4,100,66,9186,7905,268,1013
29/10/2020,BANTEN,91,4,146,-59,9277,8051,272,954
30/10/2020,BANTEN,107,3,114,-10,9384,8165,275,944
31/10/2020,BANTEN,85,1,76,8,9469,8241,276,952
01/11/2020,BANTEN,90,2,59,29,9559,8300,278,981
02/11/2020,BANTEN,74,1,69,4,9633,8369,279,985
03/11/2020,BANTEN,71,3,109,-41,9704,8478,282,944
04/11/2020,BANTEN,90,2,66,22,9794,8544,284,966
05/11/2020,BANTEN,51,0,80,-29,9845,8624,284,937
06/11/2020,BANTEN,105,2,84,19,9950,8708,286,956
07/11/2020,BANTEN,125,8,80,37,10075,8788,294,993
08/11/2020,BANTEN,58,2,37,19,10133,8825,296,1012
09/11/2020,BANTEN,121,1,78,42,10254,8903,297,1054
10/11/2020,BANTEN,55,2,83,-30,10309,8986,299,1024
11/11/2020,BANTEN,124,3,55,66,10433,9041,302,1090
12/11/2020,BANTEN,100,3,75,22,10533,9116,305,1112
13/11/2020,BANTEN,111,1,41,69,10644,9157,306,1181
14/11/2020,BANTEN,167,3,67,97,10811,9224,309,1278
15/11/2020,BANTEN,159,3,71,85,10970,9295,312,1363
16/11/2020,BANTEN,0,3,92,-95,10970,9387,315,1268
17/11/2020,BANTEN,0,6,104,-110,10970,9491,321,1158
18/11/2020,BANTEN,54,4,106,-56,11024,9597,325,1102
19/11/2020,BANTEN,159,4,148,7,11183,9745,329,1109
20/11/2020,BANTEN,128,2,100,26,11311,9845,331,1135
21/11/2020,BANTEN,182,10,130,42,11493,9975,341,1177
22/11/2020,BANTEN,122,1,85,36,11615,10060,342,1213
23/11/2020,BANTEN,171,2,124,45,11786,10184,344,1258
24/11/2020,BANTEN,144,5,110,29,11930,10294,349,1287
25/11/2020,BANTEN,128,5,104,19,12058,10398,354,1306
26/11/2020,BANTEN,145,4,107,34,12203,10505,358,1340
27/11/2020,BANTEN,191,6,113,72,12394,10618,364,1412
28/11/2020,BANTEN,234,2,89,143,12628,10707,366,1555
29/11/2020,BANTEN,151,5,145,1,12779,10852,371,1556
30/11/2020,BANTEN,262,4,122,136,13041,10974,375,1692
01/12/2020,BANTEN,154,2,120,32,13195,11094,377,1724
02/12/2020,BANTEN,121,4,109,8,13316,11203,381,1732
03/12/2020,BANTEN,131,3,125,3,13447,11328,384,1735
04/12/2020,BANTEN,131,5,91,35,13578,11419,389,1770
05/12/2020,BANTEN,143,6,140,-3,13721,11559,395,1767
06/12/2020,BANTEN,134,3,158,-27,13855,11717,398,1740
07/12/2020,BANTEN,133,7,169,-43,13988,11886,405,1697
08/12/2020,BANTEN,98,5,154,-61,14086,12040,410,1636
09/12/2020,BANTEN,166,4,159,3,14252,12199,414,1639
10/12/2020,BANTEN,169,5,177,-13,14421,12376,419,1626
11/12/2020,BANTEN,192,5,142,45,14613,12518,424,1671
12/12/2020,BANTEN,204,4,168,32,14817,12686,428,1703
13/12/2020,BANTEN,136,3,109,24,14953,12795,431,1727
14/12/2020,BANTEN,138,4,146,-12,15091,12941,435,1715
15/12/2020,BANTEN,166,6,151,9,15257,13092,441,1724
16/12/2020,BANTEN,176,5,131,40,15433,13223,446,1764
17/12/2020,BANTEN,181,4,142,35,15614,13365,450,1799
18/12/2020,BANTEN,156,8,123,25,15770,13488,458,1824
19/12/2020,BANTEN,181,7,171,3,15951,13659,465,1827
20/12/2020,BANTEN,194,3,164,27,16145,13823,468,1854
21/12/2020,BANTEN,190,4,148,38,16335,13971,472,1892
22/12/2020,BANTEN,239,5,145,89,16574,14116,477,1981
23/12/2020,BANTEN,186,6,133,47,16760,14249,483,2028
24/12/2020,BANTEN,154,4,150,0,16914,14399,487,2028
25/12/2020,BANTEN,166,5,213,-52,17080,14612,492,1976
26/12/2020,BANTEN,241,6,165,70,17321,14777,498,2046
27/12/2020,BANTEN,150,4,155,-9,17471,14932,502,2037
28/12/2020,BANTEN,120,3,203,-86,17591,15135,505,1951
29/12/2020,BANTEN,121,7,123,-9,17712,15258,512,1942
30/12/2020,BANTEN,172,6,154,12,17884,15412,518,1954
31/12/2020,BANTEN,270,2,169,99,18154,15581,520,2053
01/01/2021,BANTEN,287,12,188,87,18441,15769,532,2140
02/01/2021,BANTEN,246,9,342,-105,18687,16111,541,2035
03/01/2021,BANTEN,136,2,127,7,18823,16238,543,2042
04/01/2021,BANTEN,158,4,251,-97,18981,16489,547,1945
05/01/2021,BANTEN,164,8,203,-47,19145,16692,555,1898
06/01/2021,BANTEN,189,5,131,53,19334,16823,560,1951
07/01/2021,BANTEN,364,7,211,146,19698,17034,567,2097
08/01/2021,BANTEN,253,6,213,34,19951,17247,573,2131
09/01/2021,BANTEN,275,7,166,102,20226,17413,580,2233
10/01/2021,BANTEN,272,7,209,56,20498,17622,587,2289
11/01/2021,BANTEN,177,5,196,-24,20675,17818,592,2265
12/01/2021,BANTEN,174,19,605,-450,20849,18423,611,1815
13/01/2021,BANTEN,185,7,250,-72,21034,18673,618,1743
14/01/2021,BANTEN,240,6,211,23,21274,18884,624,1766
15/01/2021,BANTEN,282,10,275,-3,21556,19159,634,1763
16/01/2021,BANTEN,257,5,176,76,21813,19335,639,1839
17/01/2021,BANTEN,283,7,224,52,22096,19559,646,1891
18/01/2021,BANTEN,245,3,422,-180,22341,19981,649,1711
19/01/2021,BANTEN,183,0,277,-94,22524,20258,649,1617
20/01/2021,BANTEN,286,8,229,49,22810,20487,657,1666
21/01/2021,BANTEN,237,3,165,69,23047,20652,660,1735
22/01/2021,BANTEN,321,3,234,84,23368,20886,663,1819
23/01/2021,BANTEN,357,10,206,141,23725,21092,673,1960
24/01/2021,BANTEN,410,3,175,232,24135,21267,676,2192
25/01/2021,BANTEN,289,4,165,120,24424,21432,680,2312
26/01/2021,BANTEN,525,7,309,209,24949,21741,687,2521
27/01/2021,BANTEN,302,6,146,150,25251,21887,693,2671
28/01/2021,BANTEN,44,8,618,-582,25295,22505,701,2089
29/01/2021,BANTEN,326,3,269,54,25621,22774,704,2143
30/01/2021,BANTEN,300,3,136,161,25921,22910,707,2304
31/01/2021,BANTEN,273,4,210,59,26194,23120,711,2363
01/02/2021,BANTEN,34,5,158,-129,26228,23278,716,2234
02/02/2021,BANTEN,37,18,542,-523,26265,23820,734,1711
03/02/2021,BANTEN,129,4,290,-165,26394,24110,738,1546
04/02/2021,BANTEN,26,5,196,-175,26420,24306,743,1371
05/02/2021,BANTEN,67,7,160,-100,26487,24466,750,1271
06/02/2021,BANTEN,47,5,245,-203,26534,24711,755,1068
07/02/2021,BANTEN,91,4,172,-85,26625,24883,759,983
08/02/2021,BANTEN,42,13,612,-583,26667,25495,772,400
09/02/2021,BANTEN,65,2,280,-217,26732,25775,774,183
10/02/2021,BANTEN,31,4,195,-168,26763,25970,778,15
11/02/2021,BANTEN,40,4,190,-154,26803,26160,782,-139
12/02/2021,BANTEN,147,1,134,12,26950,26294,783,-127
13/02/2021,BANTEN,114,9,382,-277,27064,26676,792,-404
14/02/2021,BANTEN,74,7,179,-112,27138,26855,799,-516
15/02/2021,BANTEN,179,5,258,-84,27317,27113,804,-600
16/02/2021,BANTEN,351,11,245,95,27668,27358,815,-505
17/02/2021,BANTEN,335,4,223,108,28003,27581,819,-397
18/02/2021,BANTEN,86,9,325,-248,28089,27906,828,-645
19/02/2021,BANTEN,73,2,334,-263,28162,28240,830,-908
20/02/2021,BANTEN,73,7,129,-63,28235,28369,837,-971
21/02/2021,BANTEN,249,6,107,136,28484,28476,843,-835
22/02/2021,BANTEN,114,3,246,-135,28598,28722,846,-970
23/02/2021,BANTEN,251,6,318,-73,28849,29040,852,-1043
24/02/2021,BANTEN,41,7,185,-151,28890,29225,859,-1194
25/02/2021,BANTEN,263,4,214,45,29153,29439,863,-1149
26/02/2021,BANTEN,236,3,281,-48,29389,29720,866,-1197
27/02/2021,BANTEN,37,7,178,-148,29426,29898,873,-1345
28/02/2021,BANTEN,46,4,220,-178,29472,30118,877,-1523
01/03/2021,BANTEN,21,3,194,-176,29493,30312,880,-1699
02/03/2021,BANTEN,97,2,193,-98,29590,30505,882,-1797
03/03/2021,BANTEN,73,5,245,-177,29663,30750,887,-1974
04/03/2021,BANTEN,11,5,260,-254,29674,31010,892,-2228
05/03/2021,BANTEN,515,7,184,324,30189,31194,899,-1904
06/03/2021,BANTEN,13,2,97,-86,30202,31291,901,-1990
07/03/2021,BANTEN,12,3,156,-147,30214,31447,904,-2137
08/03/2021,BANTEN,591,4,185,402,30805,31632,908,-1735
09/03/2021,BANTEN,100,3,256,-159,30905,31888,911,-1894
10/03/2021,BANTEN,138,1,159,-22,31043,32047,912,-1916
